商品编号,条形码,商口名称,类型,商品规格,单位,进价,售价,会员价,产地,描述,有货,图片,推荐,排名,新品
40080,8885008858257,韩国竹马故友黑芝麻煎饼卷,4,60g,瓶,5,12,12,中国,,1,40080.jpg,,9999,yes
40081,8885008858240,韩国竹马故友海苔煎饼卷,4,60g,个,5,12,12,中国,,1,40081.jpg,,1,yes
40082,8885008858264,韩国竹马故友椰子味煎饼卷,4,60g,罐,5,12,12,中国,,1,40082.jpg,,9999,yes
40083,6930570706894,玄米馆蛋奶味,4,90g,盒,5,12,12,中国,,1,40083.jpg,,9999,yes
40084,6930570706887,玄米馆海苔味,4,90g,盒,5,12,12,中国,,1,40084.jpg,,9999,yes
40085,6920622602007,一根葱-香葱味,4,128g,袋,2.5,4.5,4.5,中国,,1,40085.jpg,,9999,yes
40086,6920622665439,一根葱-烧烤味,4,128g,袋,2.5,4.5,4.5,中国,,1,40086.jpg,,1,yes
40094,4711148356183,河马莉特脆薯条-烧烤味,4,150g,瓶,8.5,14.9,14.9,中国,,1,40094.jpg,,9999,yes
40100,6947929616377,抹茶曲奇,4,68g,盒,2,5,5,中国,,1,40100.jpg,,9999,yes
50025,648436100583,御鲜章鱼海鲜拉面,5,120g,包,5.5,7.5,7.5,中国,,1,50025.jpg,,9999,yes
60010,4712826828015,美馔麻花-黑糖,6,250g,包,10,18,18,中国,,1,60010.jpg,,1,yes
60011,4712826828008,美馔麻花-蜂蜜,6,250g,包,10,18,18,中国,,1,60011.jpg,1,7,yes
60012,9588800331186,车厘哥夫蛋卷（六宝）,6,250g,盒,9,24,24,中国,,1,60012.jpg,,9999,yes
60013,9588800330387,车厘哥夫蛋卷（紫菜）,6,250g,个,9,24,24,中国,,1,60013.jpg,,9999,yes
60014,673367832197,雪之恋手造麻薯（芝麻味）,6,180g,包,6.5,9.6,9.6,中国,,1,60014.jpg,,9999,yes
60015,673367832098,雪之恋手造麻薯（芋头味）,6,180g,把,6.5,9.6,9.6,中国,,1,60015.jpg,,9999,yes
60016,673367832180,雪之恋手造麻薯（红豆味）,6,180g,包,6.5,9.6,9.6,中国,,1,60016.jpg,,1,yes
60017,71923722850,好客佳玉米脆脆片,6,198克,盒,14.5,25,25,中国,,1,60017.jpg,,9999,yes
60018,71923722881,好客佳提子麦片,6,198克,个,14.5,28,28,中国,,1,60018.jpg,1,1,yes
60019,71923722874,好客佳蜂蜜果仁燕麦圈,6,198克,个,14.5,28,28,中国,,1,60019.jpg,,9999,yes
60020,71923722898,好客佳糖霜麦片,6,198克,个,14.5,28,28,中国,,1,60020.jpg,,9999,yes
70009,8993175537629,丽芝士大奶酪玉米棒,7,20g,个,0.85,2,2,中国,,1,70009.jpg,,1,yes
70010,8801077267608,海地村鳕鱼肠,7,40g,盒,4.7,6.7,6.7,中国,,1,70010.jpg,,1,yes
70011,4800092553011,好味草莓夹心甜甜圈,7,40克,个,1.8,3.8,3.8,中国,,1,70011.jpg,,9999,yes
70012,4800092552779,好味奶油夹心甜甜圈,7,40克,个,1.8,3.8,3.8,中国,,1,70012.jpg,,9999,yes
80030,4002017089005,佳莉敏德国洋甘菊护手霜,8,10ml*3,个,26.4,48,48,中国,,1,80030.jpg,,1,yes
80031,83078002084,小蜜媞修护唇膏,8,10g,个,18,32,32,中国,,1,80031.jpg,1,1,yes
80032,4901221818305,惠百施sweep洁丽牙刷,8,,个,10.95,18,18,中国,,1,80032.jpg,,1,yes
90079,6937451831249,不二家8只装水果味（中包）,9,500g,包,4,5.5,5.5,中国,,1,90079.jpg,,9999,yes
90080,6937451831751,不二家8支装清爽型（中包）,9,460g,包,4,5.5,5.5,中国,,1,90080.jpg,,9999,yes
90081,6920727804078,茉莉薄荷压片糖,9,12克,个,2,8,8,中国,,1,90081.jpg,,9999,yes
90082,6925253944014,RIO皓洁冰爽薄荷糖,9,15克,个,2,8,8,中国,,1,90082.jpg,,9999,yes
100050,8850157500975,巧客黄油味威化饼干,10,432g,个,16,28.8,28.8,中国,,1,100050.jpg,,9999,yes
100051,8801062272174,乐天扁桃仁巧克力棒,10,32克,盒,4,8,8,中国,,1,100051.jpg,,9999,yes
100052,4897047801297,TOY卡通饼干,10,,袋,10,25,25,中国,,1,100052.jpg,,9999,yes
100053,6936222800231,德多鱿鱼酥四联包,10,,个,10,18,18,中国,,1,100053.jpg,,9999,yes
120033,8852023665511,大哥烧烤花生,12,230g,瓶,11.5,23,23,中国,,1,120033.jpg,,9999,yes
120034,8852023666549,大哥酸辣花生,12,230g,瓶,11.5,23,23,中国,,1,120034.jpg,,9999,yes
120035,8852023664255,大哥咖啡花生,12,230g,瓶,11.5,23,23,中国,,1,120035.jpg,,9999,yes
120036,6948004700400,鲜引力柠檬片,12,18克,包,1.8,3.5,3.5,中国,,1,120036.jpg,,9999,yes
120037,6948004700646,鲜引力金橙片,12,16克,包,1.8,3.5,3.5,中国,,1,120037.jpg,,9999,yes
120038,6291100213184,波斯王椰枣（那格哈尔）,12,120克,个,9,18,18,中国,,1,120038.jpg,,1,yes
120039,6291100213177,波斯王（可汗拉斯）,12,120克,个,9,18,18,中国,,1,120039.jpg,,9999,yes
120040,6291100213191,波斯王（鲁鲁）,12,160克,个,9,18,18,中国,,1,120040.jpg,,9999,yes
120041,8854099006243,怡可诺罗望子夹心香蕉脆片,12,30克,个,5.2,9.9,9.9,中国,,1,120041.jpg,,1,yes
120042,9557291018210,食尚美洲黑加仑,12,210g,瓶,8.8,15.8,15.8,中国,,1,120042.jpg,,9999,yes
120043,9557291018203,食尚相思梅槟榔果,12,210g,瓶,8.8,15.8,15.8,中国,,1,120043.jpg,,9999,yes
130008,6925303754952,小茗同学,13,480ml,个,4,5,0,中国,,1,130008.jpg,,9999,yes
130009,6900067110268,味动力,13,338ml,个,4.17,6,0,中国,,1,130009.jpg,,9999,yes
130010,6902083905293,哇哈哈乳酸菌,13,100ml,个,5,8,8,中国,,1,130010.jpg,,9999,yes
170001,8850291281303,泰国东园盐焗开心果,17,140g,瓶,15,27.5,27.5,中国,,1,170001.jpg,,1,yes
170002,8850291211409,泰国东园盐焗腰果,17,150g,瓶,15,27.5,27.5,中国,,1,170002.jpg,,9999,yes
170003,8850291531309,泰国东园盐焗综合坚果,17,150g,瓶,15,27.5,27.5,中国,,1,170003.jpg,,9999,yes
170004,8850291102578,泰国东园天然什锦果仁,17,140g,瓶,15,27.5,27.5,中国,,1,170004.jpg,,9999,yes
190007,,森惠源蜂蜜,19,,瓶,0,30,0,中国,,1,190007.jpg,,1,yes
190008,8936044155029,李小龙速溶蜂蜜柠檬绿茶,19,150g,盒,2.9,12,12,中国,,1,190008.jpg,,9999,yes
190009,8936044155036,李小龙速溶蜂蜜柠檬红茶,19,150g,盒,2.9,12,12,中国,,1,190009.jpg,,9999,yes
190010,8936044155043,李小龙速溶奶茶绿茶味,19,150g,盒,2.9,12,12,中国,,1,190010.jpg,,9999,yes
190011,9555021504804,亚发咖啡,19,300g,袋,25,38,38,中国,,1,190011.jpg,,1,yes
